age,income,days_active,num_transactions,avg_transaction,account_balance,region,signup_channel,churn
57.0,50351.3059186211,92.0,18.0,173.4014920665989,-5000.0,North,Web,0
27.0,46469.849096102174,108.0,23.0,36.42516648172799,-5000.0,East,Store,0
60.0,64475.31781034807,,22.0,249.11193852248715,-5000.0,West,Referral,0
61.0,,354.0,24.0,38.69032134911086,-5000.0,East,Mobile,0
46.0,41283.894119696386,141.0,19.0,53.676113328313455,22712.217894587,South,Mobile,0
30.0,43897.84379275471,290.0,16.0,136.3903412996305,-5000.0,South,Store,0
29.0,111472.68024018736,236.0,18.0,,94078.00805716934,North,Mobile,0
48.0,83156.45985106296,339.0,18.0,47.57895658157729,12713.931171757822,East,Web,0
63.0,45571.61618225727,311.0,15.0,31.153068132372518,5792.320419300882,North,Store,0
19.0,5000.0,176.0,18.0,284.57244334524694,72471.3710230066,,Referral,0
78.0,13666.065191805974,140.0,,138.8774027006254,97112.554726069,South,Store,1
68.0,75102.87247805634,188.0,,485.59590727120093,18392.099858427868,North,Store,0
67.0,5000.0,48.0,22.0,31.708793242554112,-5000.0,North,Referral,0
52.0,68789.80582355868,301.0,22.0,,-5000.0,East,Mobile,0
40.0,28033.08825404923,189.0,,53.022184616092446,-5000.0,West,Referral,0
34.0,62754.173237420204,135.0,21.0,34.10083446579894,-5000.0,East,Web,0
43.0,61915.689040024285,42.0,19.0,230.04180907636243,28564.59623938374,West,Mobile,0
25.0,63617.69801672132,352.0,14.0,180.12512453553273,-5000.0,East,Store,0
46.0,48167.34458764438,89.0,15.0,281.15861294477327,75034.63776411425,South,Mobile,0
43.0,47181.43123176803,294.0,16.0,74.05702196813144,-5000.0,North,Mobile,0
,38376.287431906836,,21.0,118.83117737790936,15436.70665176466,East,Web,1
43.0,74516.7695172567,244.0,26.0,103.99738422883271,114718.99545575115,,Mobile,0
79.0,84155.78024342845,191.0,18.0,828.1547491183666,47346.01711639732,East,Mobile,0
,23430.82432391621,317.0,20.0,69.13257618775555,15196.99666491484,North,Mobile,1
68.0,58451.145831231916,105.0,21.0,69.85965467564998,,East,Store,0
58.0,65897.46220463215,362.0,19.0,87.56095119189125,-5000.0,West,Mobile,0
24.0,65513.13403869126,309.0,,166.29530730898375,-5000.0,North,Referral,0
21.0,65003.08858789553,232.0,,58.15677408175358,-5000.0,West,Mobile,0
75.0,47938.95568964327,264.0,24.0,,80453.26709954516,South,Web,0
70.0,68370.91276387617,343.0,25.0,61.76359127156219,2248.938296618504,South,Mobile,0
67.0,78540.8613295086,36.0,20.0,452.31882714533367,-5000.0,East,Mobile,0
62.0,64231.09967467692,,34.0,21.845834218819547,161453.54344478267,West,Store,0
28.0,75178.19509601172,40.0,,213.7501447438235,45597.21529161304,West,Referral,0
46.0,89710.6023311252,16.0,19.0,475.00001644670107,-5000.0,North,Mobile,0
73.0,5000.0,343.0,22.0,36.96480228022978,-5000.0,West,Referral,1
53.0,88303.91525596102,276.0,13.0,690.4578872552522,28870.910626273428,West,,0
42.0,,306.0,17.0,,156367.36746379017,North,Store,0
38.0,,58.0,,582.7018661848841,-5000.0,North,Referral,0
,84074.12646959066,182.0,18.0,225.90919408807116,98083.25754847573,West,Store,0
74.0,48050.37281928115,40.0,,71.78889486757318,131958.91415778745,East,Mobile,0
53.0,52141.006910443415,38.0,18.0,,-5000.0,North,,0
27.0,44769.60652603014,191.0,19.0,72.40500207543427,-2201.089508818677,North,Store,0
54.0,69071.96532714674,266.0,,19.52640467742583,-5000.0,West,Mobile,0
26.0,36439.4057246384,,24.0,31.066133961780768,3723.1087135756097,West,Referral,0
41.0,87044.23889843357,332.0,25.0,22.11044727978594,17072.80205256551,North,Web,0
52.0,55834.12238415985,,24.0,109.96303455835823,72771.99984658964,,Web,0
66.0,49073.92549536187,45.0,19.0,317.51412698893995,107214.67768163575,North,Referral,0
52.0,82586.27032841911,44.0,20.0,30.486593837925625,,East,Referral,0
65.0,50413.297130427585,0.0,16.0,27.926089833791107,-5000.0,East,Web,1
53.0,88445.30476086904,167.0,,206.2443517787545,18300.41765790063,North,Store,0
35.0,89387.78852522597,107.0,11.0,,43483.00239749124,,Web,0
66.0,19955.88485343069,,,,39953.41501480334,,Referral,1
56.0,93277.80606668771,331.0,16.0,36.5079748940435,-5000.0,South,Store,0
49.0,16138.920854943433,71.0,12.0,514.6987809507345,,,Mobile,0
41.0,,108.0,,344.60112837130805,141235.5846681798,West,Web,0
40.0,120850.71576690717,267.0,16.0,87.41114438403883,50538.73351700074,North,Referral,0
,86245.03314807394,239.0,10.0,213.31854641683557,-5000.0,North,Mobile,0
49.0,5000.0,300.0,20.0,154.12476194233932,-5000.0,,Web,0
54.0,91906.97158158055,89.0,18.0,226.09754928924139,6411.811385781548,South,Web,0
29.0,127383.86897808035,102.0,14.0,229.56333377417022,150939.19694645118,North,Store,0
66.0,50909.050770059126,249.0,11.0,198.1673065429394,,,Referral,0
72.0,58958.900399103295,7.0,21.0,61.876872835831456,18416.452438343364,East,Mobile,0
30.0,24345.398342207038,152.0,26.0,7.957510273808632,-5000.0,West,Web,1
40.0,69362.38256459008,346.0,31.0,121.60199848281314,107918.66859535717,North,Store,0
42.0,98075.31547629388,173.0,13.0,443.23356709130985,176786.980379574,North,Mobile,0
,80932.11384448363,342.0,15.0,168.56031740024775,56049.043954511064,West,Mobile,0
,154259.00931863397,,22.0,357.2243283793273,26621.83230283406,South,Web,0
47.0,60990.81128897392,214.0,29.0,,22942.626653938783,South,Mobile,0
34.0,11079.798977542072,176.0,17.0,35.733537057230684,-5000.0,East,Web,1
66.0,65129.12914704657,,15.0,235.38676113039733,79612.06914278539,North,Store,0
79.0,5000.0,339.0,14.0,224.3517672321738,30733.313279667484,South,Store,1
,,337.0,16.0,781.9595701671619,54267.36405285799,East,Mobile,0
65.0,108731.46175800636,145.0,30.0,848.1156085287223,,East,Web,0
,69754.00945895314,323.0,18.0,232.1051631273393,-5000.0,East,,0
39.0,65382.50438493806,160.0,12.0,55.8408996312196,,South,Store,0
30.0,114623.4113014607,,,320.44860966175514,101729.8387258431,South,Web,0
76.0,51882.003250098904,81.0,,22.64026474683906,-5000.0,North,Web,0
36.0,97854.61238802326,146.0,19.0,,186612.8257687838,North,Web,0
66.0,63879.209254990215,238.0,18.0,,54468.993521202996,East,Mobile,0
53.0,,83.0,21.0,,-5000.0,East,Referral,0
,23480.854324109612,112.0,17.0,199.19415251375628,9716.296539843452,South,Mobile,1
78.0,,224.0,16.0,112.47387133961406,-5000.0,South,Store,0
58.0,18074.453014683793,331.0,15.0,115.16709296502641,,North,Mobile,1
36.0,57142.64765323965,242.0,,74.32026927065743,147957.67520910315,North,Web,0
29.0,71712.070317488,142.0,,287.2058754825803,76251.4033776003,West,Mobile,0
26.0,26698.856847256437,40.0,12.0,550.3269646536351,62656.585431945,North,Web,0
24.0,121475.3676805447,257.0,18.0,565.2008001838989,33232.29282397634,South,Referral,1
45.0,68343.18057275882,284.0,16.0,38.42136370803944,-5000.0,East,Mobile,0
31.0,61733.867567556576,104.0,15.0,415.4785677915301,-5000.0,West,Mobile,0
,83089.73254036876,201.0,18.0,267.44861110702425,87342.46198272101,North,Mobile,0
69.0,35132.15757402234,306.0,19.0,,-5000.0,North,Web,1
36.0,64904.3243750236,330.0,26.0,13.931035207049689,,South,Web,0
75.0,38494.013389272266,265.0,23.0,62.394206252657,1831.5193775259177,,Mobile,0
64.0,106760.39730266947,209.0,19.0,,8659.395677796912,North,Mobile,0
33.0,28240.81951808756,50.0,19.0,200.5760804111597,30845.073313176734,East,Referral,0
70.0,61894.963779215206,,22.0,255.34788671034514,78281.4914811629,South,Referral,0
22.0,,200.0,14.0,,71008.46497849669,West,Store,0
,71844.77233223105,38.0,16.0,254.15658022768483,40701.58441951373,North,Referral,0
29.0,42562.94480751503,27.0,22.0,5.704897758885169,115642.51104693675,North,Referral,0
42.0,33134.717935647066,258.0,19.0,,-5000.0,West,Referral,0
69.0,,83.0,21.0,197.10316278308412,60366.54515819122,South,Web,0
76.0,75849.76302630847,154.0,15.0,31.587433198263167,70123.06906695539,West,Referral,0
38.0,55684.62687264109,116.0,21.0,346.3251482455345,,West,Referral,0
53.0,83886.26425357565,1.0,16.0,53.58407189444253,-5000.0,South,,0
70.0,74310.1115818522,92.0,,211.27218422110556,-5000.0,North,Web,0
40.0,5000.0,165.0,17.0,103.90505207969586,-5000.0,East,Store,0
33.0,67424.93390511633,349.0,21.0,181.28966328835662,80273.55708019446,South,Store,0
74.0,127513.64303448811,295.0,,22.734672729226958,-5000.0,East,Referral,0
56.0,99758.07153114994,257.0,20.0,3.4114909305863605,-5000.0,North,Store,0
62.0,72660.39482120906,80.0,17.0,480.62351731109726,-5000.0,,,0
70.0,28218.236085901684,267.0,21.0,62.84080718662304,,East,Store,0
,,234.0,17.0,342.6011214317546,21043.46995015617,North,Referral,0
75.0,82192.49819634776,320.0,20.0,1467.8001133750665,,North,Store,0
56.0,52387.599575172484,310.0,23.0,47.507139130957995,11199.560103915883,West,,0
31.0,,300.0,15.0,61.62342153701525,123364.82674612182,,Mobile,0
48.0,,356.0,13.0,217.45127494553148,-5000.0,North,Mobile,0
75.0,,212.0,21.0,673.0616420060824,,,Store,1
22.0,28251.011851226194,61.0,20.0,494.9461556640923,36839.70391372029,East,Mobile,1
52.0,80780.97977982638,48.0,15.0,139.78296432026835,7166.449441972183,North,Referral,0
40.0,73726.27908594241,126.0,26.0,317.0566816286065,220072.03983474252,,Mobile,0
46.0,90865.14886238435,222.0,26.0,29.177680385481843,-5000.0,East,Store,0
60.0,77093.8143571131,278.0,25.0,758.2992736360828,-5000.0,South,Referral,0
28.0,42967.34810477419,293.0,21.0,666.8193705067521,-5000.0,East,Web,0
35.0,,283.0,17.0,35.76050107598819,,East,Referral,0
64.0,25736.20370111479,276.0,16.0,71.1702351809345,155135.11469213432,West,Mobile,1
29.0,52490.43864801018,106.0,21.0,21.10654998825245,153593.82251237112,East,Web,0
26.0,75083.97692899212,145.0,19.0,63.41327848061579,,North,Referral,0
27.0,49184.57349828331,98.0,12.0,338.5158550634382,4190.36257632275,,Web,0
,134041.56546689483,,15.0,95.06454440711265,,North,Web,0
61.0,5000.0,121.0,16.0,18.510130931995082,-5000.0,,Web,1
34.0,43575.28929003568,29.0,19.0,83.77862984632985,182869.8828145434,North,Referral,0
78.0,31866.60498390269,187.0,22.0,796.7396181811358,57518.24625187742,South,Mobile,0
55.0,38989.5357762614,,28.0,198.6794981652913,-5000.0,North,Referral,1
24.0,40710.05329557364,353.0,15.0,107.6259854595826,126244.5511189574,East,Mobile,0
,20207.379394230207,,19.0,36.433556962839106,-5000.0,West,Referral,1
30.0,82581.06445717881,194.0,,856.2813484924047,52529.76273781393,North,Referral,0
57.0,43587.14107838696,155.0,23.0,343.9052610075725,6189.669256733225,South,Referral,0
59.0,64907.20006765964,171.0,26.0,66.11159675508101,71094.17119042407,South,Mobile,0
26.0,46955.22714269265,334.0,16.0,,14914.116865110282,West,Referral,0
67.0,39273.587631413706,40.0,20.0,11.658399842156877,-5000.0,North,Web,0
44.0,110168.37708260548,62.0,16.0,25.652635842236098,26046.109813603027,East,Referral,0
75.0,87687.96546628224,22.0,24.0,173.86644102311072,103909.13135002897,North,Web,1
19.0,,359.0,19.0,528.3497690746407,17662.687531681182,North,Store,1
22.0,5000.0,74.0,29.0,137.3310310887299,82009.20972712687,West,Store,0
46.0,91278.2650690946,47.0,24.0,370.2324576815332,-5000.0,North,Mobile,0
54.0,44404.39825353738,159.0,18.0,118.07719117630688,17899.13653841183,East,Mobile,0
55.0,10527.529981973319,312.0,22.0,246.6003841357379,-5000.0,South,Store,1
36.0,91372.05397621023,117.0,,263.2587100621517,79758.46720837678,West,Referral,0
25.0,65073.72150297271,99.0,20.0,38.22331336842769,22519.32498095966,East,Referral,0
65.0,67547.13254496959,166.0,19.0,89.63780044862875,,South,,0
62.0,84286.17816017722,289.0,23.0,202.8370357001863,107016.83409262929,West,Store,0
18.0,20700.685251528193,155.0,19.0,14.66400291294247,,,Web,0
39.0,11054.975358475058,6.0,27.0,89.73930927755046,41849.47474349153,South,Mobile,1
69.0,107428.62884709606,195.0,25.0,153.05734220987233,-5000.0,,Web,0
34.0,16884.997177731224,55.0,31.0,1115.8441224973346,19777.1111466479,East,,1
24.0,23332.866087733077,320.0,18.0,128.69379173655614,-5000.0,North,Web,1
42.0,29326.938613627015,192.0,20.0,338.6256063070727,,North,Referral,1
62.0,122398.37771071566,46.0,16.0,113.15046538044162,-5000.0,North,Referral,0
21.0,74801.49901234568,147.0,17.0,318.3104857286119,-5000.0,,Web,1
53.0,88962.23923306141,274.0,14.0,180.97858765190372,-5000.0,North,Store,0
23.0,65885.02636736186,156.0,29.0,435.35873802097404,-5000.0,East,Web,0
,41943.38366396299,201.0,18.0,105.84631317527248,35470.35615393273,West,Referral,0
48.0,,125.0,,185.42202005606575,-5000.0,East,Referral,0
36.0,13301.5208760959,304.0,14.0,198.86055255548595,,East,Store,0
,27141.496437105154,293.0,18.0,108.04503108984859,172021.47394487716,East,Web,1
61.0,81989.25537784444,,29.0,31.169901263650296,101844.52442017914,West,Referral,0
71.0,19282.3430751966,324.0,26.0,19.64595706224893,151483.32072964235,East,Referral,0
56.0,54327.5559251438,175.0,23.0,,51290.2301546181,East,Web,0
,55694.62966933765,115.0,22.0,413.5567742206534,,West,Web,0
27.0,44140.139899885144,203.0,26.0,,-5000.0,East,Mobile,0
,5000.0,320.0,20.0,47.52628645256313,-5000.0,North,Store,0
36.0,41132.13326433922,30.0,,266.3880554700005,,South,Store,0
56.0,35250.948692025435,112.0,,77.13723536189704,114891.63792338393,East,Web,0
79.0,64843.19589863096,364.0,15.0,141.06204727124384,143225.9183855909,South,Store,0
,,324.0,20.0,35.46944553313378,-5000.0,East,Referral,0
62.0,71338.84379810622,343.0,,642.5077963370804,-316.13651177880456,East,Web,0
30.0,39720.41181076807,66.0,25.0,381.54372385835796,-5000.0,North,Web,0
67.0,75683.33851397675,74.0,22.0,398.7109396969496,50612.28411819933,West,Web,0
45.0,13319.798016789508,44.0,18.0,104.43588315461349,109994.60362425927,South,Mobile,0
79.0,5342.858020429376,259.0,23.0,287.40069256859795,-5000.0,West,Store,0
75.0,5000.0,153.0,19.0,,52755.08245138018,North,Mobile,1
37.0,45021.08281284008,154.0,22.0,1.7312722022107878,-2133.7417375316327,North,Referral,0
45.0,37401.05326984327,362.0,17.0,4.035017576120191,29071.55135733515,South,Store,0
25.0,83679.468355638,233.0,29.0,176.66876689271453,,,Mobile,0
,40540.1223885339,50.0,24.0,121.53886875024784,4943.804898174309,North,Web,0
,68201.29043832801,305.0,14.0,145.96860192942432,11713.051727537551,East,Mobile,0
56.0,84398.89729749231,261.0,18.0,1.4982257983447609,,East,Web,0
18.0,39410.42773052653,314.0,,,97625.29614306251,East,Mobile,1
20.0,68941.56630321527,124.0,19.0,253.21798872915022,53500.796810199725,West,Mobile,0
30.0,90057.82646865584,244.0,,116.92805669938868,37646.68301898886,East,Mobile,0
,22855.116755832983,29.0,16.0,263.517313432528,-5000.0,East,Web,1
79.0,60745.57014733933,121.0,22.0,53.05864066803223,-5000.0,North,Mobile,0
74.0,39538.968504020566,124.0,19.0,335.4812665719047,91893.53282713394,North,Store,0
77.0,24765.303525205847,36.0,,177.55583558709574,23015.725849913833,East,Store,0
66.0,,169.0,25.0,47.33774979911195,72762.51756713106,East,Store,0
42.0,24280.54283463898,123.0,19.0,54.02619319432006,161320.9440262107,North,Web,0
73.0,61800.87017256037,,16.0,197.7886644133239,103088.48553670532,South,Web,0
50.0,11674.666333147601,,20.0,354.32031420072303,27452.667015979387,West,Store,0
55.0,43478.18927734088,86.0,19.0,107.44342792842403,-5000.0,West,Store,0
70.0,84395.83220558692,133.0,18.0,59.7622017625579,-5000.0,North,Store,0
23.0,,195.0,16.0,403.49868491462917,6529.2062021717975,West,Referral,0
75.0,44084.77131185529,273.0,,221.28955627475727,-5000.0,North,Store,0
61.0,110690.71240076172,200.0,,118.87242259296258,51229.29555163006,North,Mobile,0
,116791.09241734984,284.0,23.0,133.8471483688226,7687.5818420249925,North,Referral,0
49.0,60783.67294619177,76.0,14.0,45.695668190800056,-5000.0,North,Referral,0
62.0,5000.0,58.0,,197.1295714734464,-5000.0,South,Web,1
78.0,86593.44591048779,,20.0,88.86484062001627,-5000.0,East,Mobile,0
64.0,5000.0,,18.0,1087.2942475326886,58132.083264044595,,Web,0
38.0,104284.38332160198,223.0,23.0,130.85588873212436,157272.61049061554,South,Web,0
33.0,92507.54702226896,277.0,16.0,,12197.969300350125,West,Mobile,0
71.0,113226.37512414061,67.0,15.0,166.8738599037578,46224.88588592986,West,Web,0
38.0,67807.9667510318,68.0,18.0,,96198.25255622443,East,Mobile,0
28.0,49158.42698454486,164.0,18.0,322.7073601419319,-5000.0,West,Mobile,0
77.0,46496.96598929328,304.0,,,49345.123462835385,East,Web,0
54.0,43612.194869073086,161.0,24.0,253.6661908158245,-5000.0,East,Store,0
53.0,89432.05961024108,364.0,,176.49166092820406,89185.9550792809,South,Web,0
52.0,,341.0,23.0,135.59932587453292,,West,Referral,0
36.0,63606.76900302639,308.0,16.0,42.71682094955509,43876.14511851518,South,Web,0
37.0,38334.560762190835,342.0,18.0,124.70044270319742,-5000.0,East,Mobile,1
74.0,,41.0,16.0,56.424467829617456,76562.5887688628,East,Referral,0
35.0,87371.23841888609,353.0,12.0,492.6497368256401,186777.03369848127,,Mobile,0
64.0,12068.642406797735,108.0,21.0,,-5000.0,North,Store,0
58.0,44512.31952188619,,19.0,608.4139506430968,-5000.0,North,,0
66.0,87953.28292226116,249.0,20.0,152.3088845058955,38528.597933447345,North,Referral,0
31.0,36013.83236301948,340.0,11.0,199.68700104105127,82912.49695966532,South,,1
,70546.43876477667,20.0,17.0,156.5883156349082,-5000.0,East,Store,1
48.0,88523.88901008444,,15.0,27.710077223527595,-5000.0,West,Web,0
18.0,5000.0,138.0,14.0,94.2636887296388,128735.159533122,South,Web,0
70.0,56758.869006322486,358.0,14.0,,80840.48956673141,South,Store,0
71.0,,323.0,27.0,195.0776400490702,,South,Store,0
71.0,47637.82632948631,91.0,,,-5000.0,West,Web,0
20.0,69050.85404838122,279.0,,301.0020407549385,145454.5943621861,East,Store,0
33.0,79725.58822487624,124.0,27.0,49.812944410725294,135823.7134766293,North,Store,0
40.0,64261.52832973828,110.0,26.0,35.960799723966694,95091.20181431557,East,Mobile,0
74.0,48785.17817851703,,17.0,104.28708549585355,,East,Store,0
28.0,78978.63899352809,138.0,18.0,522.3264448945991,26638.9935050008,South,Referral,0
29.0,,272.0,21.0,247.8659898778821,9525.93558990988,South,Mobile,0
27.0,53078.987604135655,98.0,23.0,108.57461520484739,110259.182661507,South,Referral,0
49.0,20631.618439832426,251.0,17.0,145.66045652212335,-5000.0,North,,0
33.0,13120.356442017648,337.0,24.0,17.59429726078821,-5000.0,North,Web,0
25.0,20063.106218577886,103.0,22.0,834.3647645565703,100821.96694688125,North,Mobile,0
55.0,68349.87183660644,213.0,21.0,,,,Web,0
,57627.63757180945,248.0,,67.207605350551,130277.38843630464,South,Mobile,0
41.0,15591.477053776107,151.0,9.0,176.2853192635727,-5000.0,West,Web,0
45.0,79377.53477381433,249.0,18.0,,15617.731172893993,East,Mobile,0
70.0,101229.28539537286,274.0,15.0,,-5000.0,North,Mobile,0
25.0,42045.19149850993,164.0,30.0,38.422261171141656,20589.01451388537,West,Referral,0
75.0,7770.544278948779,340.0,24.0,208.84204758643804,-5000.0,,Web,0
45.0,38726.20845294262,7.0,24.0,56.32792962153197,-5000.0,South,Referral,0
53.0,85633.81880384083,283.0,22.0,252.8588071433596,-5000.0,West,Referral,0
43.0,76455.89575604322,4.0,,299.9565568841574,75513.85865530066,North,Web,0
25.0,32327.019419655633,144.0,12.0,223.8159014450261,77327.14718077212,South,Mobile,0
75.0,105635.16413294226,100.0,17.0,190.6425371727002,-5000.0,West,Referral,0
77.0,100448.40197779196,163.0,18.0,445.9953949226526,126710.85964004582,South,Web,0
67.0,38009.81810170077,,21.0,16.37800329409656,219793.2101135883,West,Mobile,0
45.0,37701.299911051,,18.0,80.36876431170383,23680.510938907275,,Referral,1
45.0,42215.16187861531,90.0,15.0,57.080262973129734,-5000.0,East,Referral,0
54.0,44780.01673834362,116.0,17.0,884.8025624087784,245946.4472802437,North,Referral,0
,,353.0,21.0,98.6592921281512,-5000.0,East,Mobile,0
53.0,72759.87181429782,266.0,18.0,,,East,Referral,0
44.0,86312.36308051762,309.0,16.0,,34369.781810553875,East,Mobile,0
71.0,80206.954295601,172.0,24.0,47.672057536827005,127611.80963619317,West,Store,0
34.0,111435.81204581197,46.0,18.0,54.62377455657042,48779.11801014307,West,Referral,0
26.0,,139.0,17.0,66.05795528969495,,South,Store,0
50.0,71410.75591151748,245.0,,105.90904216060079,-5000.0,West,Web,0
70.0,5000.0,148.0,18.0,53.39951340019585,-5000.0,East,Referral,1
37.0,20491.33277709425,245.0,14.0,,-5000.0,West,Web,0
30.0,57754.39842195459,4.0,13.0,423.0436848533242,,North,Web,0
45.0,72546.19838263608,183.0,14.0,673.9969102812328,-5000.0,South,Web,0
,56945.52773911291,19.0,28.0,83.5795306922338,-5000.0,South,Store,1
46.0,,,32.0,82.65113904347378,120411.6630699923,West,,0
30.0,48317.46367520887,,23.0,1.4234158411969071,-5000.0,East,Store,0
63.0,101083.22929272312,69.0,26.0,228.0435982479458,-5000.0,South,Store,0
52.0,48479.03466359578,16.0,20.0,349.09723193476844,6539.269240996677,North,Web,0
,112477.24866130584,146.0,18.0,31.70732690001098,,,Referral,0
23.0,83820.51220623401,153.0,24.0,34.79125257494313,,South,Mobile,0
35.0,73726.12038444691,303.0,30.0,312.20885105972235,46531.81337006102,East,Web,0
68.0,24192.092690370133,,21.0,,-5000.0,East,Mobile,0
22.0,88057.1448419888,235.0,10.0,,156882.30473526302,West,Store,0
64.0,45186.882667545025,307.0,19.0,,61916.840966138785,West,Mobile,0
42.0,24166.80725982901,351.0,,73.89927852241152,-5000.0,South,Mobile,0
19.0,75385.30839238132,69.0,31.0,92.00278829942265,-5000.0,,Referral,1
27.0,18361.61818300381,182.0,20.0,293.7017809618592,11602.583394910085,West,Web,0
73.0,37132.75613611253,249.0,,333.1330853571498,69023.25932666319,West,Mobile,0
47.0,59696.522655932655,227.0,18.0,102.28403570900883,17960.469713184026,North,Mobile,0
67.0,126552.64272344182,101.0,25.0,588.0706243564916,2627.2954290514717,West,Store,0
76.0,39392.527326225376,74.0,22.0,104.33104992767962,24669.62326543165,South,Store,1
62.0,46253.50442098274,215.0,19.0,295.53815295201053,-5000.0,East,Mobile,0
22.0,81970.35163264936,202.0,19.0,132.28213648260774,-5000.0,West,Web,0
72.0,22851.12934871862,191.0,19.0,455.64158216997714,,East,Mobile,0
73.0,73284.19143062746,248.0,18.0,476.67497717530443,97898.09846818942,West,,0
50.0,96177.80422849764,,15.0,18.295205644965264,43903.82242574095,South,Referral,0
71.0,50787.15345866696,178.0,21.0,551.322071972194,-5000.0,North,Web,0
18.0,90784.62844190597,218.0,17.0,349.2060444297564,171898.7985084191,South,Referral,0
35.0,68743.49769635418,,20.0,313.3817609124306,26961.318431390922,North,Web,0
49.0,38079.54108588658,91.0,31.0,,-5000.0,West,Web,0
64.0,54065.85942310481,,20.0,,88538.99371763667,West,,0
66.0,48607.27980059274,238.0,20.0,379.6010549078797,51843.85732074099,North,Referral,0
