age,study_hours,attendance_rate,assignments_submitted,parental_support,internet_access,gender,school_type,extracurricular_hours,sleep_hours,final_grade
15.0,,64.06473977641224,6.0,4.0,0.0,Female,,,9.386106694487992,19.462912329229503
,12.35834555444788,89.64927916574737,1.0,5.0,1.0,Male,Private,2.099700468166364,8.417994323739496,11.554956145377623
19.0,17.082617723575858,74.4402953867471,7.0,5.0,0.0,Female,Public,9.308306184437086,6.037512155820973,19.871217271683786
20.0,15.986842311173456,86.5774341269283,8.0,4.0,0.0,,Private,7.583295439843284,4.724696077840112,20.626231352532912
,20.64001313100754,69.06938315367829,7.0,3.0,0.0,Male,,4.471124307138925,6.531304599848424,15.328912695844952
15.0,20.801240659148093,67.3570298547388,7.0,5.0,0.0,Male,Public,1.6732309628295372,4.5240604951220575,26.38438981607779
21.0,15.965254014790574,92.06797994796662,7.0,3.0,1.0,Male,Public,11.037812094013747,4.69462466194473,25.04576194853693
18.0,7.410244340783741,51.76511272570348,6.0,,1.0,Female,,5.727077000655089,9.701032557019417,7.69053326356366
18.0,23.898309435438446,98.73684736287537,1.0,2.0,0.0,Female,Private,,8.055321763614938,5.577467277328383
20.0,17.779937168450694,82.40897791326867,,1.0,1.0,Male,Public,,9.109652202821795,14.253497233028027
21.0,11.957814793044289,71.6241694099721,,2.0,1.0,Female,Public,3.4934202522573106,,8.681017344674254
18.0,,,5.0,5.0,1.0,Male,Private,11.046780805582808,6.511240170400427,20.683934185463166
16.0,7.444532257737383,56.137047322949144,3.0,2.0,0.0,Male,Public,8.47348028911105,4.150952694769496,9.025160455289434
20.0,20.276765337355222,75.70262276467739,0.0,2.0,0.0,Female,Public,2.9179351736857684,9.735022221850224,10.075379373845648
19.0,7.643941278604235,99.25477616698988,4.0,4.0,0.0,Female,Private,1.14608590762188,4.425594832315488,9.199193082371746
,13.895827539814587,61.763471892335346,,2.0,0.0,Female,Private,8.898735231039387,7.6609783961189954,12.473274377721092
,16.22227224802775,86.11390495181747,8.0,4.0,0.0,Female,Private,0.378177483591432,4.613219270383093,17.23281203233311
14.0,20.19419855991047,71.74856879158503,3.0,2.0,0.0,Female,Public,0.9819672729616924,5.70488607153741,24.448974868919812
14.0,,82.62290742439768,9.0,4.0,1.0,Female,Private,10.533286229500508,5.114904743792769,22.423562106231838
17.0,18.17481436806275,60.24436143458877,1.0,5.0,1.0,Female,Public,8.083107621019547,,15.909090613399943
17.0,14.859165457752235,,3.0,,1.0,Male,Public,4.894428984815654,9.3224520707326,17.279090666856973
,14.839070245278586,99.00463569296375,2.0,2.0,,Male,Public,,7.813733846786297,13.148349032921113
20.0,15.427386251741487,59.76435755080048,,3.0,1.0,Female,Public,8.874739912873792,7.985128117037563,15.4536954756418
17.0,14.054710395738127,81.82225139243786,4.0,5.0,0.0,Male,Private,,9.453588977279816,23.158508819376664
17.0,,78.77988743833977,0.0,1.0,0.0,Male,,9.638310172732357,8.496551367826632,12.714950469463655
14.0,11.158382531516859,78.25257931452016,4.0,1.0,1.0,Male,Private,14.104321502855509,9.195735018304196,10.455790328747396
17.0,16.22387420555849,80.75616448258086,,,0.0,Male,Public,5.831662801260381,6.498352551159192,22.688352330980308
21.0,13.754394982556406,75.1118986844114,9.0,3.0,0.0,,Public,4.517271201863641,9.19213802663272,20.38730521083445
14.0,14.220954589090468,50.8465375128829,8.0,4.0,0.0,Male,Private,,7.875168331395067,19.707621220166175
18.0,13.383231652806423,95.00484057315589,0.0,2.0,0.0,Male,,2.2060958528515027,4.8136466964480285,11.165168068577287
18.0,10.68200803634091,91.34894137420154,1.0,5.0,0.0,Female,,1.5937472382171403,4.2322750502023965,18.220772141723785
19.0,12.53450269511853,58.70838404605607,1.0,3.0,1.0,Male,Private,5.031662803086934,5.464206482114706,10.009076886073442
,13.465841278057027,70.66365886894346,5.0,4.0,1.0,Male,Private,9.149860932225831,6.270097892960147,12.33450823638794
17.0,15.025715702709247,88.5274490346784,0.0,4.0,1.0,Female,,0.6950083670187512,9.02540719648514,23.886338399719712
18.0,16.96689172234856,99.00311576936423,0.0,1.0,0.0,Male,Public,10.914975066820272,8.44746734215178,12.834969765624678
18.0,14.097248545571304,97.55685232208933,1.0,2.0,0.0,Female,Private,5.961494249666089,9.732254366841506,14.431723030668401
20.0,9.851723721537903,,3.0,4.0,0.0,Female,Public,14.45256773682682,7.355048792479036,15.20721256935062
19.0,8.009589800406083,57.91869486495698,1.0,1.0,0.0,,Public,8.52577462787908,8.486449909647966,9.932385402083455
21.0,27.98718603687612,95.72375530045025,3.0,3.0,1.0,Male,,,5.651700311455748,20.667212635417634
15.0,9.350924848677185,93.92224564755398,2.0,4.0,0.0,Male,Public,12.917718484455495,8.077467357371843,7.972256265397452
15.0,12.406874993678086,68.84749555831948,2.0,1.0,1.0,,Public,,8.236907215217716,7.355190686672925
19.0,17.585001512569676,69.7261297268131,8.0,2.0,1.0,Female,Private,7.7769262451971075,9.090491970517368,20.113806991607238
14.0,16.804303047828405,72.99544609775803,7.0,5.0,1.0,Female,Private,5.951138376466217,7.218421065250503,19.44362890021858
16.0,17.604328462807864,82.80878154832084,9.0,,1.0,Male,Public,8.407724845326593,7.894030885571063,10.862397740953714
20.0,12.786414652339122,63.041780799150786,8.0,4.0,,Male,Private,6.031056024261419,5.2182928606293935,17.5389586879626
20.0,16.192790353197736,51.147421471997234,0.0,1.0,0.0,Female,Private,,8.420554540758708,1.3581403804407994
19.0,15.306718321204318,57.06147622986211,4.0,4.0,1.0,Male,Public,4.8587974075000115,9.03047033584081,16.29256460970583
21.0,13.439343162293564,72.00579537883868,3.0,5.0,0.0,Male,Private,3.4915478435789837,7.562426477118498,24.96284034719724
,16.2270487088567,64.10012847131009,8.0,4.0,0.0,Female,Private,4.041564458922926,,14.055172403147157
16.0,,88.22582805180659,2.0,4.0,0.0,Male,Private,1.4041160585358052,5.8771441378716585,22.997392186234542
18.0,14.888998882823376,55.33450352746357,4.0,1.0,1.0,Male,Public,6.39694081085857,6.85308790606774,20.189785503582087
19.0,14.922264231782126,95.8732612777402,7.0,5.0,1.0,Female,Public,3.5292585990483563,,28.710168525548585
14.0,,94.76635899719555,,3.0,1.0,Male,Private,6.7254982859171415,5.921962647191353,20.34120391595582
16.0,19.806801799094067,,4.0,1.0,1.0,Male,,11.882973512644398,9.041746308034686,10.20979002798557
15.0,22.919682204817416,86.98049993016633,8.0,5.0,1.0,Male,Private,,6.2307387481924215,26.651714721067208
18.0,6.218848827602116,55.34999857417996,1.0,5.0,1.0,Female,Public,14.319178060645731,4.2570180876817645,15.5916649142426
19.0,19.52559591584695,71.90687856847833,5.0,4.0,1.0,Male,Public,2.2175534179203127,8.76396650001901,25.075610792500225
20.0,18.007900227010897,56.57026859027319,4.0,2.0,0.0,Male,,12.75397486256812,7.865339017066248,15.156105944238083
17.0,10.571738011233673,99.38495963805414,8.0,2.0,1.0,Male,Private,,8.811738968384185,17.223709882077124
20.0,16.257939589994223,66.65192116993367,6.0,3.0,0.0,Male,Public,14.009001762824612,6.093338879601361,12.957965536691532
21.0,20.25560873878999,79.2665270945031,,4.0,1.0,Male,Private,3.4072188967298183,4.105781152915875,25.678583257992244
21.0,10.854205387573,88.96965271221109,6.0,2.0,0.0,,Private,11.204426789472084,4.442517541946968,7.630544059785804
20.0,17.212812145114036,96.03080421128227,9.0,1.0,0.0,Male,,0.9317685128995523,4.670804684204963,13.128458504815713
18.0,19.356768378655087,87.777386292068,9.0,3.0,,Female,Private,9.447201557402666,8.83088546893421,23.88030055200452
15.0,9.64490218734256,83.72518893831187,4.0,4.0,0.0,Male,Private,3.2801132687391115,5.808608526160944,22.824453712788017
19.0,14.28857153777426,73.29908910190757,4.0,,1.0,Female,Public,10.05258812472354,9.987391056534776,15.333652979429328
15.0,16.504841883212055,80.2700066875262,3.0,2.0,1.0,Female,Private,9.537440064372705,,14.348075593932412
17.0,11.019342472285226,54.708190442641495,1.0,2.0,1.0,Male,Public,13.855438194902433,7.606929718541391,10.433265817614766
21.0,10.60423400453227,94.19612709806313,8.0,2.0,1.0,Female,Public,9.400146459306724,9.901716471978549,10.528323592765556
20.0,14.324776990686129,77.18886544199427,9.0,2.0,1.0,Male,Public,6.123732174748617,5.897855129899107,14.698446266739982
18.0,19.00819858451846,52.00675252174713,9.0,5.0,1.0,Female,,2.9035170727380466,4.993693414727026,14.084444526551504
16.0,,95.99510628299487,,3.0,,Male,Private,9.861765128162094,8.423637817907892,28.96216386314043
16.0,10.692936354068289,74.46509869184344,9.0,3.0,1.0,Male,Private,1.7454990588424875,5.66850027273785,28.092180654989225
,18.260839425578432,93.42945707805009,,2.0,1.0,,Private,12.427752403826517,9.766221568400542,5.393170773138129
21.0,10.820301119167457,92.84439771026784,2.0,3.0,1.0,Male,Public,3.7100182040829557,9.928415873501026,6.942570034618873
16.0,6.949151010032828,90.78757937285575,2.0,1.0,1.0,Female,Public,7.862383473730946,,15.31519609619199
20.0,13.164282144763844,53.070150964767805,7.0,1.0,0.0,Male,Public,8.939209564940931,9.668570577457269,8.43419443190817
21.0,20.61484685792868,62.35333227121044,5.0,3.0,0.0,,Private,5.437349855962303,7.69392890449816,25.542098719224185
19.0,18.27980276070687,93.77739362327154,0.0,2.0,0.0,Male,Public,9.958106663583695,8.15271189741178,17.894750845906653
18.0,14.992140963134029,94.9495528026047,2.0,4.0,0.0,Female,Public,3.7532543833819503,4.565476946636166,16.240910781259473
18.0,12.916472582044712,72.90344311844031,3.0,2.0,0.0,Male,Private,0.5193686066489317,8.578300958372132,17.577199252475282
15.0,13.051189319417844,72.00207338271011,1.0,5.0,1.0,Female,Private,14.389016042024044,5.212380178461366,17.697413393958644
14.0,15.54392452930398,58.757031694307486,5.0,4.0,1.0,Female,Public,4.80068747014725,9.041956358226297,18.21007167614977
15.0,9.657812570770856,98.42053943455755,9.0,5.0,,Male,Private,10.701933519907,9.76919092366601,23.95884232243727
16.0,13.259463273993514,60.65692376795216,0.0,3.0,1.0,Female,Private,7.613004103805711,5.274265774992839,17.08396967444901
14.0,13.922152693201156,59.54683921753828,0.0,5.0,,Male,Private,10.034980156695063,4.468186705633728,22.366960872416705
18.0,8.244627707742513,83.03644850745872,7.0,3.0,1.0,Female,Public,,6.903340835607339,27.06428517500578
16.0,10.807758745512125,62.14221515002238,3.0,5.0,1.0,Male,Public,7.782718126741487,8.749296231689854,19.510524722524515
21.0,17.05253395743191,96.93858055071948,0.0,4.0,0.0,Male,Public,5.883293302683306,8.623841019661137,24.193536509149265
17.0,15.04755919970497,50.54534976588974,,5.0,0.0,Male,,6.777743502505614,8.180911033939505,26.860697086177343
16.0,13.456191044033085,50.287663116165064,8.0,2.0,0.0,Female,,,8.924175941408446,18.31626459111308
14.0,10.442862812310182,75.24384007177997,9.0,3.0,1.0,Female,Public,2.044333572553384,5.049930115570916,14.296867325932476
14.0,,74.4031229956736,6.0,1.0,0.0,Female,Public,11.320502646170974,,21.870387657680645
18.0,10.810103926603407,58.168201095045525,0.0,5.0,1.0,Female,Public,4.95514191259922,7.634075895385899,18.298292751179993
19.0,16.25796403630869,74.72597814851423,0.0,3.0,1.0,Male,Private,4.355369814356434,4.9205903425581585,8.301430532548608
17.0,12.560654559631024,70.58305525849931,,1.0,1.0,Male,Private,4.06166093848898,6.486562423831286,14.21015876327149
,15.181396463191676,94.51647626711843,7.0,3.0,1.0,,Public,5.231723298343364,9.115178315857285,10.277066018940884
17.0,17.28804870970186,,6.0,3.0,0.0,,Private,5.356755893904091,9.83081082428896,20.667016822866202
17.0,,98.81349025164761,2.0,1.0,0.0,Female,Private,4.0612050777295705,7.992581065464111,6.463353824691389
18.0,14.96691877923256,81.21963821479213,2.0,1.0,0.0,Female,Public,10.012397216602139,9.531646251917467,12.23967408622639
20.0,20.953643244899226,57.59217228226378,2.0,,0.0,Male,Public,0.7158297555037407,4.7922953835005035,12.138607942684493
16.0,,52.33800069055831,,5.0,1.0,Male,Public,4.984407087088263,9.850363153857684,17.9735301793619
,14.349930133724344,76.9052829279616,3.0,5.0,0.0,Male,Private,4.20308410254104,4.20103899508428,16.929752962359608
15.0,15.208406036084543,61.74450829859101,,3.0,0.0,Female,Private,11.27127030824805,7.163555640826608,16.174261585727027
17.0,26.056665143007663,65.05827685006297,8.0,2.0,0.0,Female,Public,,5.7460499768249145,17.400732272930068
21.0,20.674621407995993,62.25660824172568,2.0,2.0,0.0,Female,,14.110307131458493,8.883454640708855,16.876757955292014
20.0,,82.50861567862555,9.0,3.0,1.0,Female,Private,2.5577791806773242,5.305261792585064,20.125544854280896
14.0,11.905082745569384,77.67644810580668,6.0,4.0,1.0,Male,Public,5.550410460953268,4.069180220398833,15.859678377607814
18.0,19.782747308936344,,3.0,1.0,1.0,Male,Public,2.995502901586839,6.487656755417159,13.225307274590605
19.0,9.944814349771347,76.32632665875877,0.0,,1.0,Female,Private,4.300469152081358,4.384647985998669,14.92548725647524
,20.438633756694266,89.55948827816499,4.0,5.0,,,Private,11.415370510021873,5.740555415126495,11.639548977108191
,16.67149981875504,54.05972954101622,7.0,2.0,1.0,,,7.1460707810754,7.862486150000189,18.001207179361963
21.0,17.58860382013536,94.48694881152099,2.0,2.0,0.0,Male,Private,,5.768219059699396,11.661459108357626
20.0,,78.91533247238645,9.0,2.0,0.0,Male,Private,0.6995231796686058,5.4747593639273955,3.0351122789811384
17.0,11.85087597876795,97.53122346351583,3.0,4.0,0.0,Female,Public,3.448743302554125,4.932973978422037,15.207176333508691
19.0,22.3099641543416,57.407060886118785,2.0,5.0,0.0,,Public,14.184041677890313,4.81103364450711,16.607242217881513
20.0,13.766313597232624,99.67824996766576,,,1.0,Male,Public,12.679751222820501,7.155144239088515,18.650562212550735
16.0,12.94532461713069,82.21364329848385,7.0,1.0,,Male,Public,6.60260573886013,,15.479816973185818
21.0,14.599314660600955,78.37470997405315,,3.0,0.0,,Public,7.229928329189745,6.716399234413814,22.943419422919643
20.0,,75.76398120560427,7.0,3.0,1.0,Female,Public,13.490492090684924,4.741618594287103,24.60702677330295
18.0,9.845874366402757,51.18271865491564,3.0,2.0,1.0,Male,,,7.886537797129158,17.727374324147164
19.0,12.175642528965442,96.9819595774789,1.0,,0.0,Male,Private,13.21150597723145,7.342731389929829,7.097044541089693
14.0,11.909839630469712,82.19972364270991,2.0,,0.0,Female,Public,7.3775865652851085,6.287652731592682,16.2798669128564
17.0,19.22640152303424,54.58132422496456,,4.0,1.0,Female,Private,3.0014642867823893,5.9802812627560815,12.211377990384598
21.0,,51.04760851472624,3.0,5.0,0.0,Female,Public,10.888904699133525,5.098917346900852,22.549647685163787
17.0,6.2211607112097305,52.53918196183756,1.0,1.0,1.0,Female,Public,7.895899793685189,4.877796752988742,9.419913915037645
19.0,5.164527185469229,80.46978817161204,1.0,3.0,0.0,Female,Public,10.02659369952703,6.032630166812196,11.833271010884662
16.0,7.648099326621414,80.70077074472925,2.0,3.0,0.0,Female,Public,2.3584637504924193,4.249786744620732,8.048907098579175
18.0,21.807691014240557,74.98336458907205,0.0,4.0,0.0,Male,Public,9.714027028784185,,24.960316858736284
20.0,15.081032997420259,65.33829103264758,7.0,1.0,,Male,Public,5.733857211076808,7.609443575709616,8.454426213742634
21.0,17.506245434036014,76.58713658073206,5.0,5.0,1.0,Female,Private,,9.649925651757345,21.687215093218317
20.0,17.682438635606644,75.81509104381288,2.0,1.0,1.0,Male,Public,10.07213311608903,7.754968859666422,12.687152357989564
15.0,15.280919591961602,,0.0,1.0,1.0,,Public,8.883586698914348,7.744456281135399,1.152344773485467
17.0,14.62609351674346,64.1234615163749,2.0,4.0,,Male,,9.736611434050568,6.246488833621633,17.519120711315725
,20.222632149090703,52.659267073357476,0.0,5.0,0.0,Male,Private,14.47999596347237,,14.191949586638998
14.0,15.7299795715632,,2.0,3.0,0.0,Male,,10.517947043541268,6.681625919535053,23.346376949921154
17.0,21.99548739631707,86.26115813925676,3.0,2.0,1.0,,Public,,7.592057914405084,30.40529734295265
,18.104149726449332,99.80575850964561,5.0,5.0,1.0,Male,Public,9.203295627621065,8.344201579934824,19.066820621652962
15.0,11.91101863259486,65.1085631652644,6.0,3.0,1.0,Male,Public,5.980713740306088,8.956520643372585,13.75270405438193
15.0,12.514329880650319,93.92429238784551,6.0,4.0,1.0,Female,Public,12.587875367132725,5.535568552408729,19.655282897223373
18.0,11.362675967728602,80.15271339662408,8.0,5.0,1.0,Male,Public,5.71407903758566,5.447320451367325,10.646764352962006
20.0,21.08774010975358,72.65627034518025,7.0,,0.0,Male,Private,10.503654514883427,7.3917991786271084,32.332004695265795
20.0,12.974745235272236,61.12865556443175,3.0,3.0,,Male,Public,4.397154670720007,,12.93023153889055
17.0,11.007636016001838,86.91960826430714,5.0,3.0,1.0,Male,Private,,5.307686780216645,13.511744591252903
17.0,16.5988902056341,95.20703744521501,,1.0,0.0,Male,Private,1.946449609469942,7.524851862107639,14.944162493171214
16.0,14.514164468137484,61.76541990376854,7.0,1.0,0.0,,Public,9.518382850361977,6.0752730998463695,13.583486374774484
16.0,,58.76951674868063,5.0,5.0,1.0,Female,Private,4.919323957193853,7.835889513271797,21.67470965988764
20.0,24.449069519469216,84.81109575024334,1.0,2.0,1.0,Male,,4.125739328885903,5.74626828203321,21.041801041098456
21.0,19.565354029644297,98.84865813627596,7.0,4.0,1.0,Female,Private,8.88088994034701,7.553750752429458,21.666385866082724
19.0,15.135052771509532,87.4977550552039,3.0,3.0,0.0,Female,Public,0.38504631698252856,8.609860247421539,10.561656044990993
19.0,7.9578830789699575,64.22903695238244,8.0,,1.0,Male,Public,3.6933847797701174,9.880952654211628,17.230052453077498
14.0,12.500187513956822,70.99777120738928,3.0,4.0,1.0,Male,,5.108209279756314,9.466408338830544,13.70253582602197
20.0,18.555230512726517,69.21588177291858,0.0,5.0,0.0,Male,Public,10.62560385910797,7.021232483964714,16.844831323034086
20.0,9.144794801690919,92.60475090235227,6.0,3.0,0.0,Female,Private,8.175018707456259,6.930094499905708,16.589795019230944
20.0,25.70485148165177,88.5685389436112,9.0,3.0,,Female,Private,12.839829256896742,6.626200035614493,16.908319452942486
14.0,15.072082813177744,79.448771738076,4.0,1.0,0.0,Female,Private,5.017595444977603,4.166503587931831,13.608626983226719
16.0,15.244241966047424,63.74795551984516,9.0,2.0,,,Public,4.446614884131234,,21.247921262327147
19.0,11.66677403521011,96.89942638610282,4.0,,,Female,Public,0.49796112847515783,4.355134529824335,23.47321042417967
,17.48368878387859,82.66576123845732,3.0,2.0,0.0,Male,,14.275759509575296,,18.67418901861967
14.0,,98.52383232208912,5.0,4.0,0.0,Male,Public,7.522382195926025,6.479407901308993,22.50482558076649
17.0,25.824462945507285,79.00585165210154,0.0,3.0,1.0,Female,,7.5378587204072245,4.382619268392458,15.502309685151985
21.0,,91.0596379181807,2.0,3.0,0.0,Female,Private,13.851542180183975,8.14345046592322,22.493338189509444
19.0,19.92148222598523,90.65526896972634,6.0,2.0,1.0,Male,,4.348773538928697,7.866615176967663,16.732669350224246
,8.047854971050953,66.86643884167961,7.0,1.0,0.0,Female,Private,4.981591950686187,8.319776984142983,16.522345166350735
19.0,16.027066352288756,98.2010361478614,8.0,5.0,1.0,Female,Public,9.845215415927147,7.599004706569415,23.869634041987275
17.0,21.04543199007002,,0.0,4.0,,Male,Public,11.777639323490915,4.969237359683705,23.338916915454675
16.0,17.965526996788697,88.43554543837071,,3.0,1.0,Female,,,4.368353786453013,18.14577211554773
18.0,9.989454476831126,98.27785428820219,,1.0,0.0,Female,Private,11.830774237834172,8.902845821362224,5.607096167803794
18.0,11.749531223456724,66.94541016418614,1.0,3.0,1.0,Male,Private,8.626620589358957,5.294853993795196,13.406066219243165
16.0,12.740319309970047,82.4055293895486,0.0,,0.0,Male,Private,12.942352240674055,,13.91454063803326
21.0,11.982810827556962,78.11116249221052,4.0,5.0,0.0,Female,Private,,6.911302088393123,25.622576905763793
17.0,22.643894178551538,88.07536548382618,1.0,3.0,1.0,Female,Public,3.4401094087681363,9.526315242619084,11.419372809950866
14.0,5.394934305883719,93.30889608225262,,2.0,0.0,Female,,8.125516597479274,7.31463856512579,2.0708283994338004
19.0,18.279595698294184,80.1522284649774,8.0,1.0,1.0,Male,Public,10.694170277354319,,17.177368482061155
,8.538483125357743,90.79522931907285,,5.0,0.0,Female,Public,9.80363009122367,5.917030202294876,15.52262012051573
14.0,10.19374256274466,,7.0,3.0,1.0,Male,Private,3.6452514445610373,,9.817489537102158
18.0,4.951333165656413,61.42935293524084,,,,Male,Private,0.616173420061778,,18.147575723189927
20.0,,71.53338447664201,5.0,2.0,1.0,Male,Public,3.7872114058589945,4.0298823015475485,14.879192484311297
20.0,22.553658257696068,,9.0,3.0,0.0,Male,Private,14.760631068805793,7.33649358240978,28.180767154234108
16.0,16.324121212323888,59.362347446936184,4.0,,0.0,Female,Private,2.7669936058567384,6.183192329831208,11.0467862621864
20.0,9.008192265004515,84.01760960759458,1.0,3.0,1.0,Female,Public,6.965576377363403,4.192673225792993,13.551064745018277
16.0,,69.70468242860336,2.0,3.0,0.0,Female,Public,9.575186990363399,6.589298713042506,25.331720286890334
20.0,21.156521317843428,89.7787636946316,7.0,5.0,0.0,Female,Private,13.192097775743132,,32.625922337586644
15.0,15.520232405195427,51.841790855165165,8.0,3.0,1.0,Female,,11.403879562953115,7.022736747738175,18.225269976574918
,25.17374579076295,83.39913189146972,6.0,2.0,1.0,Male,,13.634296583409046,7.836754516839968,16.616850056098702
21.0,19.10782062312307,,0.0,5.0,1.0,Male,,,7.838448794321902,18.770332599929937
16.0,18.41326253646294,97.04677380626572,5.0,5.0,,Female,Public,12.979782121917147,,17.85268878811129
15.0,10.98310646416855,,6.0,2.0,1.0,Female,Public,3.957644957088142,6.325577167411453,11.756180298959308
14.0,18.136992428106705,89.81509482116405,5.0,2.0,0.0,Female,Public,6.45847263254797,6.22002903434107,16.84066343481333
18.0,16.083956388022468,95.22955079265842,9.0,2.0,1.0,Female,Public,12.656587115239116,4.0275071880716515,20.14336891261463
18.0,17.599145013355134,,,3.0,0.0,Male,Public,4.883455016667818,4.9253347631735265,20.319241525573567
16.0,11.577071904293348,64.50768174799873,8.0,3.0,0.0,Female,Public,13.068332163575924,9.70486127668931,16.013079667341078
16.0,15.640494421794934,93.4886899791761,2.0,4.0,0.0,Male,Public,5.446726018325072,9.054500294729259,17.13811962810607
17.0,10.91569249892521,,5.0,3.0,0.0,,Private,5.450920555850136,5.650650624339418,19.869815929562776
20.0,4.264339500169839,71.22188020004467,5.0,2.0,0.0,Female,Private,4.635493721867167,6.4071516935547,8.62682086987862
14.0,19.991522842891918,85.5264586324981,7.0,4.0,1.0,Male,Private,8.204146254563529,9.639527940307797,25.555914862149546
14.0,7.488055091552414,,3.0,,1.0,,Public,1.9360310834807992,5.502666877321463,3.037359021074497
19.0,15.53593232391208,98.78260656956357,5.0,1.0,1.0,Male,Public,0.5490397777202888,,16.01325752557173
15.0,16.6650106472452,97.61757519795276,0.0,5.0,1.0,Male,Public,13.46119469956486,,30.16056441127394
21.0,16.632815079315275,66.26639133820707,8.0,1.0,1.0,Male,Public,13.934073818606878,7.718409018116839,10.008662754860602
15.0,13.584604632008748,,,2.0,1.0,Male,Public,1.1425599283788734,9.58044158904637,22.731896299100594
17.0,16.356057376399868,,6.0,3.0,,Male,Private,8.24546332442239,9.308460309040132,20.67643293997935
19.0,17.35483534892581,62.3772143509023,0.0,,1.0,,Public,8.095232396327718,,23.186355293620085
14.0,18.674824078759926,94.12106042434752,2.0,,1.0,,Private,5.586460206264261,7.897851833662996,20.64139069654081
20.0,23.667206696921316,68.04249631396794,4.0,3.0,1.0,Female,Private,8.533572307569152,7.418789164079713,16.331952579270297
20.0,16.170970757491027,81.02763292974406,3.0,5.0,1.0,Female,Private,6.871790185920974,4.401845464925053,13.881842962488859
21.0,15.320244225088508,,4.0,5.0,1.0,Male,Public,7.3445252130683185,4.952340921260475,22.999489475072554
20.0,10.466355173249529,,6.0,1.0,0.0,Female,Private,11.330052346308506,9.78290388861856,11.245320646379403
20.0,,59.14000151228155,8.0,2.0,0.0,Male,Public,7.8894040100117575,5.535812181230039,9.685568711881547
15.0,18.33691551570284,65.24065673072178,0.0,,,Female,Public,4.854871392079886,6.306695296578396,13.022416993606983
14.0,14.038484078591864,,4.0,2.0,1.0,Female,Private,8.721841681334336,7.053665847727043,8.517958133855524
20.0,17.723062520920184,68.24205306191368,2.0,,1.0,Male,Private,9.611309956141884,9.87479277636005,23.725619056738765
,,99.14526164298448,2.0,,1.0,Female,Private,9.934670159990473,8.139961037378658,21.59834099612446
19.0,18.35496326044462,91.74704016068563,1.0,1.0,0.0,Female,Public,9.274599764654587,7.777590986382192,7.704840757048729
15.0,19.563011570148717,73.9843377310243,5.0,3.0,0.0,Female,Public,,7.146399834645156,21.052080380073193
16.0,,93.9634313043234,5.0,5.0,1.0,Male,Private,4.651391755008875,8.204046487567343,17.32368489854619
16.0,15.589221630706504,67.38264737916484,2.0,5.0,1.0,Female,Public,6.692008696189459,7.98409534317008,10.167253117826839
19.0,9.800159241914743,89.29141619451323,0.0,2.0,0.0,Female,Public,10.030592538815215,9.417045353565893,7.106796901241586
15.0,,61.18377990532268,6.0,1.0,0.0,Male,Public,11.315528124069685,,10.8584711650045
21.0,17.97578661942364,88.6161022613183,1.0,1.0,,Female,Private,,6.529015529142939,14.261869464803343
,27.244061528701135,,7.0,3.0,1.0,,Private,5.479992652754176,8.842972168383227,26.931638850559953
18.0,13.29639614233959,55.37496604961212,2.0,3.0,0.0,Female,Private,10.738239827592876,8.79870000812091,12.190350525652674
19.0,17.2791883919407,63.66312272777911,0.0,2.0,1.0,Female,Public,3.3325976975300953,5.019018628072525,16.190158731666052
14.0,12.219737212602983,70.11373120117824,9.0,2.0,1.0,Female,Private,0.1423829330399784,5.420751987138734,7.503518923507109
19.0,10.130164778754496,,8.0,2.0,,Male,Public,7.0674900367566424,9.751829567798234,22.00682263392695
18.0,,53.64913573654754,4.0,4.0,0.0,,Public,,,8.44349012126908
21.0,4.587640116486643,82.97734975463197,0.0,1.0,0.0,Male,Public,5.674241385545132,7.117964179187138,3.855060734773174
19.0,21.767175314538754,85.80068204664218,9.0,2.0,0.0,Male,Public,4.368512253949742,,16.258835950347695
15.0,3.8493487354269327,82.69606849628758,5.0,1.0,,Female,Private,,6.886426137384121,1.3343600128172408
14.0,13.680858847996836,88.03348190837778,9.0,5.0,1.0,Female,Private,,8.460139643173935,24.268897766250188
18.0,9.109360523249727,58.90843080114192,2.0,5.0,1.0,Male,Public,9.610136870839842,6.894070584782051,24.946422672480786
20.0,10.578098923188978,79.35516775315187,3.0,1.0,1.0,,Private,10.108688948989819,5.888708079751991,1.0421825097867057
16.0,21.88261329869334,97.057247360194,7.0,5.0,1.0,Female,Private,,4.576006026366259,13.703789499228261
17.0,16.00533495015696,,4.0,5.0,0.0,Female,Private,1.2161690329336743,9.569569123225547,16.44446931225367
19.0,10.173019204091498,80.56681734764766,5.0,5.0,1.0,Female,Private,10.505476291131087,9.229946936811373,17.810180259798273
19.0,,86.82198210566344,9.0,3.0,0.0,Male,Private,1.1275187201305148,8.748189660098333,21.75918161034003
18.0,11.172593897789572,66.66021160629295,3.0,3.0,1.0,,Private,1.4881943955105297,8.16442578305539,11.569082143312734
17.0,14.782271639605597,85.02379506607703,5.0,1.0,0.0,,Private,2.939960531623332,7.0930593067035,3.7470324990821524
19.0,15.864458423938462,95.81169166566076,2.0,1.0,1.0,Male,Private,4.205636966822369,9.384380716734702,18.63568270610545
21.0,24.4778738661428,,9.0,4.0,,Male,Private,12.696775504815726,8.7502090767823,19.233999726135217
16.0,5.4184961700114656,,0.0,,0.0,,Private,10.123826656567458,8.896065050946776,14.125425568966827
